Episode Id,Sample Method,Labeled Pool,Num of classification,Ratio,Accuracy
0,cae_coreset,100,1588,0.001,1.0
0,cae_coreset,100,1588,0.002,1.0
0,cae_coreset,100,1588,0.003,1.0
0,cae_coreset,100,1588,0.004,1.0
0,cae_coreset,100,1588,0.005,1.0
0,cae_coreset,100,1588,0.006,1.0
0,cae_coreset,100,1588,0.007,1.0
0,cae_coreset,100,1588,0.008,1.0
0,cae_coreset,100,1588,0.009000000000000001,1.0
0,cae_coreset,100,1588,0.010000000000000002,1.0
0,cae_coreset,100,1588,0.011,1.0
0,cae_coreset,100,1588,0.012,1.0
0,cae_coreset,100,1588,0.013000000000000001,1.0
0,cae_coreset,100,1588,0.014000000000000002,1.0
0,cae_coreset,100,1588,0.015,1.0
0,cae_coreset,100,1588,0.016,1.0
0,cae_coreset,100,1588,0.017,1.0
0,cae_coreset,100,1588,0.018000000000000002,1.0
0,cae_coreset,100,1588,0.019000000000000003,1.0
0,cae_coreset,100,1588,0.02,1.0
0,cae_coreset,100,1588,0.021,1.0
0,cae_coreset,100,1588,0.022000000000000002,1.0
0,cae_coreset,100,1588,0.023,1.0
0,cae_coreset,100,1588,0.024,1.0
0,cae_coreset,100,1588,0.025,1.0
0,cae_coreset,100,1588,0.026000000000000002,1.0
0,cae_coreset,100,1588,0.027000000000000003,1.0
0,cae_coreset,100,1588,0.028,1.0
0,cae_coreset,100,1588,0.029,1.0
0,cae_coreset,100,1588,0.030000000000000002,1.0
0,cae_coreset,100,1588,0.031,1.0
0,cae_coreset,100,1588,0.032,1.0
0,cae_coreset,100,1588,0.033,1.0
0,cae_coreset,100,1588,0.034,1.0
0,cae_coreset,100,1588,0.035,1.0
0,cae_coreset,100,1588,0.036000000000000004,1.0
0,cae_coreset,100,1588,0.037000000000000005,1.0
0,cae_coreset,100,1588,0.038,1.0
0,cae_coreset,100,1588,0.039,1.0
0,cae_coreset,100,1588,0.04,1.0
0,cae_coreset,100,1588,0.041,1.0
0,cae_coreset,100,1588,0.042,1.0
0,cae_coreset,100,1588,0.043000000000000003,1.0
0,cae_coreset,100,2222,0.044000000000000004,1.0
0,cae_coreset,100,2222,0.045,1.0
0,cae_coreset,100,2222,0.046,1.0
0,cae_coreset,100,2222,0.047,1.0
0,cae_coreset,100,2222,0.048,1.0
0,cae_coreset,100,2222,0.049,1.0
0,cae_coreset,100,2222,0.05,1.0
0,cae_coreset,100,2222,0.051000000000000004,1.0
0,cae_coreset,100,2222,0.052000000000000005,1.0
0,cae_coreset,100,2222,0.053000000000000005,1.0
0,cae_coreset,100,2222,0.054,1.0
0,cae_coreset,100,2222,0.055,1.0
0,cae_coreset,100,2222,0.056,1.0
0,cae_coreset,100,2222,0.057,1.0
0,cae_coreset,100,2222,0.058,1.0
0,cae_coreset,100,2222,0.059000000000000004,1.0
0,cae_coreset,100,2222,0.060000000000000005,1.0
0,cae_coreset,100,2222,0.061,1.0
0,cae_coreset,100,2222,0.062,1.0
0,cae_coreset,100,2222,0.063,1.0
0,cae_coreset,100,2222,0.064,1.0
0,cae_coreset,100,2222,0.065,1.0
0,cae_coreset,100,2620,0.066,1.0
0,cae_coreset,100,2620,0.067,1.0
0,cae_coreset,100,2620,0.068,1.0
0,cae_coreset,100,2620,0.069,1.0
0,cae_coreset,100,2620,0.07,1.0
0,cae_coreset,100,2620,0.07100000000000001,1.0
0,cae_coreset,100,2620,0.07200000000000001,1.0
0,cae_coreset,100,2620,0.07300000000000001,1.0
0,cae_coreset,100,2620,0.074,1.0
0,cae_coreset,100,2620,0.075,1.0
0,cae_coreset,100,2620,0.076,1.0
0,cae_coreset,100,2620,0.077,1.0
0,cae_coreset,100,2620,0.078,1.0
0,cae_coreset,100,2620,0.079,1.0
0,cae_coreset,100,2620,0.08,1.0
0,cae_coreset,100,2620,0.081,1.0
0,cae_coreset,100,2620,0.082,1.0
0,cae_coreset,100,2620,0.083,1.0
0,cae_coreset,100,2620,0.084,1.0
0,cae_coreset,100,2620,0.085,1.0
0,cae_coreset,100,2620,0.08600000000000001,1.0
0,cae_coreset,100,2799,0.08700000000000001,1.0
0,cae_coreset,100,2799,0.08800000000000001,1.0
0,cae_coreset,100,2799,0.089,1.0
0,cae_coreset,100,2799,0.09,1.0
0,cae_coreset,100,2799,0.091,1.0
0,cae_coreset,100,2799,0.092,1.0
0,cae_coreset,100,2799,0.093,1.0
0,cae_coreset,100,2799,0.094,1.0
0,cae_coreset,100,2799,0.095,1.0
0,cae_coreset,100,2799,0.096,1.0
0,cae_coreset,100,2799,0.097,1.0
0,cae_coreset,100,2799,0.098,1.0
0,cae_coreset,100,2799,0.099,1.0
0,cae_coreset,100,2799,0.1,1.0
0,cae_coreset,100,2799,0.101,1.0
0,cae_coreset,100,2799,0.10200000000000001,1.0
0,cae_coreset,100,2799,0.10300000000000001,1.0
0,cae_coreset,100,2799,0.10400000000000001,1.0
0,cae_coreset,100,2799,0.10500000000000001,1.0
0,cae_coreset,100,2799,0.106,1.0
0,cae_coreset,100,2799,0.107,1.0
0,cae_coreset,100,2799,0.108,1.0
0,cae_coreset,100,2940,0.109,1.0
0,cae_coreset,100,2940,0.11,1.0
0,cae_coreset,100,2940,0.111,1.0
0,cae_coreset,100,2940,0.112,1.0
0,cae_coreset,100,2940,0.113,1.0
0,cae_coreset,100,2940,0.114,1.0
0,cae_coreset,100,2940,0.115,1.0
0,cae_coreset,100,2940,0.116,1.0
0,cae_coreset,100,2940,0.117,1.0
0,cae_coreset,100,2940,0.11800000000000001,1.0
0,cae_coreset,100,2940,0.11900000000000001,1.0
0,cae_coreset,100,2940,0.12000000000000001,1.0
0,cae_coreset,100,2940,0.121,1.0
0,cae_coreset,100,2940,0.122,1.0
0,cae_coreset,100,2940,0.123,1.0
0,cae_coreset,100,2940,0.124,1.0
0,cae_coreset,100,2940,0.125,1.0
0,cae_coreset,100,2940,0.126,1.0
0,cae_coreset,100,2940,0.127,1.0
0,cae_coreset,100,2940,0.128,1.0
0,cae_coreset,100,2940,0.129,1.0
0,cae_coreset,100,2940,0.13,1.0
0,cae_coreset,100,3021,0.131,1.0
0,cae_coreset,100,3021,0.132,1.0
0,cae_coreset,100,3021,0.133,1.0
0,cae_coreset,100,3021,0.134,1.0
0,cae_coreset,100,3021,0.135,1.0
0,cae_coreset,100,3021,0.136,1.0
0,cae_coreset,100,3021,0.137,1.0
0,cae_coreset,100,3021,0.138,1.0
0,cae_coreset,100,3021,0.139,1.0
0,cae_coreset,100,3021,0.14,1.0
0,cae_coreset,100,3021,0.14100000000000001,1.0
0,cae_coreset,100,3021,0.14200000000000002,1.0
0,cae_coreset,100,3021,0.14300000000000002,1.0
0,cae_coreset,100,3021,0.14400000000000002,1.0
0,cae_coreset,100,3021,0.14500000000000002,1.0
0,cae_coreset,100,3021,0.146,1.0
0,cae_coreset,100,3021,0.147,1.0
0,cae_coreset,100,3021,0.148,1.0
0,cae_coreset,100,3021,0.149,1.0
0,cae_coreset,100,3021,0.15,1.0
0,cae_coreset,100,3021,0.151,1.0
0,cae_coreset,100,3021,0.152,1.0
0,cae_coreset,100,3100,0.153,1.0
0,cae_coreset,100,3100,0.154,1.0
0,cae_coreset,100,3100,0.155,1.0
0,cae_coreset,100,3100,0.156,1.0
0,cae_coreset,100,3100,0.157,1.0
0,cae_coreset,100,3100,0.158,1.0
0,cae_coreset,100,3100,0.159,1.0
0,cae_coreset,100,3100,0.16,1.0
0,cae_coreset,100,3100,0.161,1.0
0,cae_coreset,100,3100,0.162,1.0
0,cae_coreset,100,3100,0.163,1.0
0,cae_coreset,100,3100,0.164,1.0
0,cae_coreset,100,3100,0.165,1.0
0,cae_coreset,100,3100,0.166,1.0
0,cae_coreset,100,3100,0.167,1.0
0,cae_coreset,100,3100,0.168,1.0
0,cae_coreset,100,3100,0.169,1.0
0,cae_coreset,100,3100,0.17,1.0
0,cae_coreset,100,3100,0.171,1.0
0,cae_coreset,100,3100,0.17200000000000001,1.0
0,cae_coreset,100,3100,0.17300000000000001,1.0
0,cae_coreset,100,3173,0.17400000000000002,0.9996848408446265
0,cae_coreset,100,3173,0.17500000000000002,0.9996848408446265
0,cae_coreset,100,3173,0.17600000000000002,0.9996848408446265
0,cae_coreset,100,3173,0.177,0.9996848408446265
0,cae_coreset,100,3173,0.178,0.9996848408446265
0,cae_coreset,100,3173,0.179,0.9996848408446265
0,cae_coreset,100,3173,0.18,0.9996848408446265
0,cae_coreset,100,3173,0.181,0.9996848408446265
0,cae_coreset,100,3173,0.182,0.9996848408446265
0,cae_coreset,100,3173,0.183,0.9996848408446265
0,cae_coreset,100,3173,0.184,0.9996848408446265
0,cae_coreset,100,3173,0.185,0.9996848408446265
0,cae_coreset,100,3173,0.186,0.9996848408446265
0,cae_coreset,100,3173,0.187,0.9996848408446265
0,cae_coreset,100,3173,0.188,0.9996848408446265
0,cae_coreset,100,3173,0.189,0.9996848408446265
0,cae_coreset,100,3173,0.19,0.9996848408446265
0,cae_coreset,100,3173,0.191,0.9996848408446265
0,cae_coreset,100,3173,0.192,0.9996848408446265
0,cae_coreset,100,3173,0.193,0.9996848408446265
0,cae_coreset,100,3173,0.194,0.9996848408446265
0,cae_coreset,100,3173,0.195,0.9996848408446265
0,cae_coreset,100,3233,0.196,0.9996906897618311
0,cae_coreset,100,3233,0.197,0.9996906897618311
