Episode Id,Sample Method,Labeled Pool,Num of classification,Ratio,Accuracy
0,ae_coreset,100,393,0.001,0.9465648854961832
0,ae_coreset,100,393,0.002,0.9465648854961832
0,ae_coreset,100,393,0.003,0.9465648854961832
0,ae_coreset,100,393,0.004,0.9465648854961832
0,ae_coreset,100,393,0.005,0.9465648854961832
0,ae_coreset,100,393,0.006,0.9465648854961832
0,ae_coreset,100,393,0.007,0.9465648854961832
0,ae_coreset,100,393,0.008,0.9465648854961832
0,ae_coreset,100,393,0.009000000000000001,0.9465648854961832
0,ae_coreset,100,393,0.010000000000000002,0.9465648854961832
0,ae_coreset,100,393,0.011,0.9465648854961832
0,ae_coreset,100,393,0.012,0.9465648854961832
0,ae_coreset,100,393,0.013000000000000001,0.9465648854961832
0,ae_coreset,100,393,0.014000000000000002,0.9465648854961832
0,ae_coreset,100,393,0.015,0.9465648854961832
0,ae_coreset,100,393,0.016,0.9465648854961832
0,ae_coreset,100,393,0.017,0.9465648854961832
0,ae_coreset,100,393,0.018000000000000002,0.9465648854961832
0,ae_coreset,100,393,0.019000000000000003,0.9465648854961832
0,ae_coreset,100,393,0.02,0.9465648854961832
0,ae_coreset,100,393,0.021,0.9465648854961832
0,ae_coreset,100,393,0.022000000000000002,0.9465648854961832
0,ae_coreset,100,393,0.023,0.9465648854961832
0,ae_coreset,100,393,0.024,0.9465648854961832
0,ae_coreset,100,393,0.025,0.9465648854961832
0,ae_coreset,100,393,0.026000000000000002,0.9465648854961832
0,ae_coreset,100,393,0.027000000000000003,0.9465648854961832
0,ae_coreset,100,393,0.028,0.9465648854961832
0,ae_coreset,100,393,0.029,0.9465648854961832
0,ae_coreset,100,393,0.030000000000000002,0.9465648854961832
0,ae_coreset,100,393,0.031,0.9465648854961832
0,ae_coreset,100,393,0.032,0.9465648854961832
0,ae_coreset,100,393,0.033,0.9465648854961832
0,ae_coreset,100,393,0.034,0.9465648854961832
0,ae_coreset,100,393,0.035,0.9465648854961832
0,ae_coreset,100,393,0.036000000000000004,0.9465648854961832
0,ae_coreset,100,393,0.037000000000000005,0.9465648854961832
0,ae_coreset,100,393,0.038,0.9465648854961832
0,ae_coreset,100,393,0.039,0.9465648854961832
0,ae_coreset,100,393,0.04,0.9465648854961832
0,ae_coreset,100,393,0.041,0.9465648854961832
0,ae_coreset,100,393,0.042,0.9465648854961832
0,ae_coreset,100,393,0.043000000000000003,0.9465648854961832
0,ae_coreset,100,393,0.044000000000000004,0.9465648854961832
0,ae_coreset,100,393,0.045,0.9465648854961832
