Episode Id,Sample Method,Labeled Pool,Num of classification,max_density,min_density,Accuracy
1,CS1,75,4159,0.0,0.01,0.9995191151719163
1,CS1,75,4159,0.0,0.02,0.9995191151719163
1,CS1,75,4159,0.0,0.03,0.9995191151719163
1,CS1,75,4158,0.0,0.04,0.9995189995189995
1,CS1,75,4158,0.0,0.05,0.9995189995189995
1,CS1,75,4158,0.0,0.060000000000000005,0.9995189995189995
1,CS1,75,4158,0.0,0.06999999999999999,0.9995189995189995
1,CS1,75,4158,0.0,0.08,0.9995189995189995
1,CS1,75,4158,0.0,0.09,0.9995189995189995
1,CS1,75,4158,0.0,0.09999999999999999,0.9995189995189995
1,CS1,75,4158,0.0,0.11,0.9995189995189995
1,CS1,75,4158,0.0,0.12,0.9995189995189995
1,CS1,75,4158,0.0,0.13,0.9995189995189995
1,CS1,75,4158,0.0,0.14,0.9995189995189995
1,CS1,75,4153,0.0,0.15000000000000002,0.9995184204189742
1,CS1,75,4153,0.0,0.16,0.9995184204189742
1,CS1,75,4153,0.0,0.17,0.9995184204189742
1,CS1,75,4150,0.0,0.18000000000000002,0.9995180722891567
1,CS1,75,4150,0.0,0.19,0.9995180722891567
1,CS1,75,4150,0.0,0.2,0.9995180722891567
1,CS1,75,4150,0.0,0.21000000000000002,0.9995180722891567
1,CS1,75,4149,0.0,0.22,0.9995179561340082
1,CS1,75,4149,0.0,0.23,0.9995179561340082
1,CS1,75,4149,0.0,0.24000000000000002,0.9995179561340082
1,CS1,75,4149,0.0,0.25,0.9995179561340082
1,CS1,75,4143,0.0,0.26,0.9995172580255853
1,CS1,75,4143,0.0,0.27,0.9995172580255853
1,CS1,75,4143,0.0,0.28,0.9995172580255853
1,CS1,75,4141,0.0,0.29000000000000004,0.999517024873219
1,CS1,75,4141,0.0,0.3,0.999517024873219
1,CS1,75,4141,0.0,0.31,0.999517024873219
1,CS1,75,4141,0.0,0.32,0.999517024873219
1,CS1,75,4141,0.0,0.33,0.999517024873219
1,CS1,75,4141,0.0,0.34,0.999517024873219
1,CS1,75,4141,0.0,0.35000000000000003,0.999517024873219
1,CS1,75,4132,0.0,0.36000000000000004,0.9995159728944821
1,CS1,75,4132,0.0,0.37,0.9995159728944821
1,CS1,75,4132,0.0,0.38,0.9995159728944821
1,CS1,75,4132,0.0,0.39,0.9995159728944821
1,CS1,75,4120,0.0,0.4,0.9995145631067961
1,CS1,75,4120,0.0,0.41000000000000003,0.9995145631067961
1,CS1,75,4120,0.0,0.42000000000000004,0.9995145631067961
1,CS1,75,4106,0.0,0.43,0.9995129079396006
1,CS1,75,4106,0.0,0.44,0.9995129079396006
1,CS1,75,4106,0.0,0.45,0.9995129079396006
1,CS1,75,4106,0.0,0.46,0.9995129079396006
1,CS1,75,4096,0.0,0.47000000000000003,0.99951171875
1,CS1,75,4096,0.0,0.48000000000000004,0.99951171875
1,CS1,75,4096,0.0,0.49,0.99951171875
1,CS1,75,4096,0.0,0.5,0.99951171875
1,CS1,75,4089,0.0,0.51,0.9995108828564441
1,CS1,75,4089,0.0,0.52,0.9995108828564441
1,CS1,75,4089,0.0,0.53,0.9995108828564441
1,CS1,75,4078,0.0,0.54,0.9995095635115253
1,CS1,75,4078,0.0,0.55,0.9995095635115253
1,CS1,75,4078,0.0,0.56,0.9995095635115253
1,CS1,75,4078,0.0,0.5700000000000001,0.9995095635115253
1,CS1,75,4078,0.0,0.5800000000000001,0.9995095635115253
1,CS1,75,4078,0.0,0.59,0.9995095635115253
1,CS1,75,4078,0.0,0.6,0.9995095635115253
1,CS1,75,4034,0.0,0.61,0.9995042141794744
1,CS1,75,4034,0.0,0.62,0.9995042141794744
1,CS1,75,4034,0.0,0.63,0.9995042141794744
1,CS1,75,4034,0.0,0.64,0.9995042141794744
1,CS1,75,4011,0.0,0.65,0.99950137122912
1,CS1,75,4011,0.0,0.66,0.99950137122912
1,CS1,75,4011,0.0,0.67,0.99950137122912
1,CS1,75,3967,0.0,0.68,0.9997479203428283
1,CS1,75,3967,0.0,0.6900000000000001,0.9997479203428283
1,CS1,75,3967,0.0,0.7000000000000001,0.9997479203428283
1,CS1,75,3967,0.0,0.7100000000000001,0.9997479203428283
1,CS1,75,3908,0.0,0.72,0.9997441146366428
1,CS1,75,3908,0.0,0.73,0.9997441146366428
1,CS1,75,3908,0.0,0.74,0.9997441146366428
1,CS1,75,3908,0.0,0.75,0.9997441146366428
1,CS1,75,3868,0.0,0.76,0.999741468459152
1,CS1,75,3868,0.0,0.77,0.999741468459152
1,CS1,75,3868,0.0,0.78,0.999741468459152
1,CS1,75,3854,0.0,0.79,0.9997405293201869
1,CS1,75,3854,0.0,0.8,0.9997405293201869
1,CS1,75,3854,0.0,0.81,0.9997405293201869
1,CS1,75,3854,0.0,0.8200000000000001,0.9997405293201869
1,CS1,75,3720,0.0,0.8300000000000001,1.0
