Episode Id,Sample Method,Labeled Pool,Num of classification,max_density,min_density,Accuracy
1,CS1,100,962,0.0,0.0,0.9615384615384616
2,CS1,200,2267,0.0,0.01,0.976621085134539
2,CS1,200,2267,0.0,0.02,0.976621085134539
2,CS1,200,2267,0.0,0.03,0.976621085134539
2,CS1,200,2266,0.0,0.04,0.9766107678729038
2,CS1,200,2266,0.0,0.05,0.9766107678729038
2,CS1,200,2266,0.0,0.060000000000000005,0.9766107678729038
2,CS1,200,2266,0.0,0.06999999999999999,0.9766107678729038
2,CS1,200,2266,0.0,0.08,0.9766107678729038
2,CS1,200,2266,0.0,0.09,0.9766107678729038
2,CS1,200,2266,0.0,0.09999999999999999,0.9766107678729038
2,CS1,200,2260,0.0,0.11,0.9765486725663717
2,CS1,200,2260,0.0,0.12,0.9765486725663717
2,CS1,200,2258,0.0,0.13,0.9765279007971657
2,CS1,200,2258,0.0,0.14,0.9765279007971657
2,CS1,200,2255,0.0,0.15000000000000002,0.9764966740576496
2,CS1,200,2255,0.0,0.16,0.9764966740576496
2,CS1,200,2254,0.0,0.17,0.9764862466725821
2,CS1,200,2254,0.0,0.18000000000000002,0.9764862466725821
2,CS1,200,2254,0.0,0.19,0.9764862466725821
2,CS1,200,2246,0.0,0.2,0.9764024933214603
2,CS1,200,2246,0.0,0.21000000000000002,0.9764024933214603
2,CS1,200,2246,0.0,0.22,0.9764024933214603
2,CS1,200,2246,0.0,0.23,0.9764024933214603
2,CS1,200,2237,0.0,0.24000000000000002,0.9763075547608404
2,CS1,200,2237,0.0,0.25,0.9763075547608404
2,CS1,200,2237,0.0,0.26,0.9763075547608404
2,CS1,200,2228,0.0,0.27,0.9766606822262118
2,CS1,200,2228,0.0,0.28,0.9766606822262118
2,CS1,200,2228,0.0,0.29000000000000004,0.9766606822262118
2,CS1,200,2228,0.0,0.3,0.9766606822262118
2,CS1,200,2222,0.0,0.31,0.9765976597659766
2,CS1,200,2222,0.0,0.32,0.9765976597659766
2,CS1,200,2222,0.0,0.33,0.9765976597659766
2,CS1,200,2207,0.0,0.34,0.9764386044404169
2,CS1,200,2207,0.0,0.35000000000000003,0.9764386044404169
2,CS1,200,2207,0.0,0.36000000000000004,0.9764386044404169
2,CS1,200,2207,0.0,0.37,0.9764386044404169
2,CS1,200,2194,0.0,0.38,0.9762989972652689
2,CS1,200,2194,0.0,0.39,0.9762989972652689
2,CS1,200,2182,0.0,0.4,0.9761686526122824
2,CS1,200,2182,0.0,0.41000000000000003,0.9761686526122824
2,CS1,200,2182,0.0,0.42000000000000004,0.9761686526122824
2,CS1,200,2182,0.0,0.43,0.9761686526122824
2,CS1,200,2182,0.0,0.44,0.9761686526122824
2,CS1,200,2141,0.0,0.45,0.9761793554413826
2,CS1,200,2141,0.0,0.46,0.9761793554413826
2,CS1,200,2134,0.0,0.47000000000000003,0.9765698219306467
2,CS1,200,2134,0.0,0.48000000000000004,0.9765698219306467
2,CS1,200,2115,0.0,0.49,0.9773049645390071
2,CS1,200,2115,0.0,0.5,0.9773049645390071
2,CS1,200,2107,0.0,0.51,0.977218794494542
2,CS1,200,2107,0.0,0.52,0.977218794494542
2,CS1,200,2107,0.0,0.53,0.977218794494542
2,CS1,200,2065,0.0,0.54,0.9767554479418886
2,CS1,200,2065,0.0,0.55,0.9767554479418886
2,CS1,200,2040,0.0,0.56,0.9764705882352941
2,CS1,200,2040,0.0,0.5700000000000001,0.9764705882352941
2,CS1,200,2010,0.0,0.5800000000000001,0.9761194029850746
2,CS1,200,2010,0.0,0.59,0.9761194029850746
2,CS1,200,2010,0.0,0.6,0.9761194029850746
2,CS1,200,1976,0.0,0.61,0.9822874493927125
2,CS1,200,1976,0.0,0.62,0.9822874493927125
2,CS1,200,1956,0.0,0.63,0.9821063394683026
2,CS1,200,1956,0.0,0.64,0.9821063394683026
2,CS1,200,1931,0.0,0.65,0.981874676333506
2,CS1,200,1931,0.0,0.66,0.981874676333506
2,CS1,200,1916,0.0,0.67,0.9817327766179541
2,CS1,200,1881,0.0,0.68,0.9813928761297183
2,CS1,200,1881,0.0,0.6900000000000001,0.9813928761297183
2,CS1,200,1869,0.0,0.7000000000000001,0.9812734082397003
2,CS1,200,1869,0.0,0.7100000000000001,0.9812734082397003
2,CS1,200,1820,0.0,0.72,0.9824175824175824
2,CS1,200,1820,0.0,0.73,0.9824175824175824
2,CS1,200,1799,0.0,0.74,0.9822123401889938
2,CS1,200,1799,0.0,0.75,0.9822123401889938
2,CS1,200,1799,0.0,0.76,0.9822123401889938
2,CS1,200,1733,0.0,0.77,0.9826889786497404
2,CS1,200,1733,0.0,0.78,0.9826889786497404
2,CS1,200,1707,0.0,0.79,0.984182776801406
2,CS1,200,1707,0.0,0.8,0.984182776801406
2,CS1,200,1681,0.0,0.81,0.9839381320642475
2,CS1,200,1681,0.0,0.8200000000000001,0.9839381320642475
2,CS1,200,1662,0.0,0.8300000000000001,0.9843561973525873
2,CS1,200,1620,0.0,0.8400000000000001,0.9839506172839506
2,CS1,200,1620,0.0,0.85,0.9839506172839506
2,CS1,200,1573,0.0,0.86,0.9841068022886205
2,CS1,200,1573,0.0,0.87,0.9841068022886205
2,CS1,200,1489,0.0,0.88,0.9838817998656817
2,CS1,200,1489,0.0,0.89,0.9838817998656817
2,CS1,200,1355,0.0,0.9,0.9830258302583026
2,CS1,200,1355,0.0,0.91,0.9830258302583026
2,CS1,200,1347,0.0,0.92,0.9829250185597624
2,CS1,200,1232,0.0,0.93,0.9862012987012987
2,CS1,200,1232,0.0,0.9400000000000001,0.9862012987012987
2,CS1,200,1029,0.0,0.9500000000000001,0.9912536443148688
2,CS1,200,1029,0.0,0.9600000000000001,0.9912536443148688
2,CS1,200,792,0.0,0.97,0.9911616161616161
2,CS1,200,792,0.0,0.98,0.9911616161616161
2,CS1,200,792,0.0,0.99,0.9911616161616161
2,CS1,200,2267,0.0,0.0,0.976621085134539
3,CS1,300,2584,0.0,0.01,0.9647832817337462
3,CS1,300,2584,0.0,0.02,0.9647832817337462
3,CS1,300,2584,0.0,0.03,0.9647832817337462
3,CS1,300,2584,0.0,0.04,0.9647832817337462
3,CS1,300,2584,0.0,0.05,0.9647832817337462
3,CS1,300,2584,0.0,0.060000000000000005,0.9647832817337462
3,CS1,300,2584,0.0,0.06999999999999999,0.9647832817337462
3,CS1,300,2584,0.0,0.08,0.9647832817337462
3,CS1,300,2584,0.0,0.09,0.9647832817337462
3,CS1,300,2584,0.0,0.09999999999999999,0.9647832817337462
3,CS1,300,2584,0.0,0.11,0.9647832817337462
3,CS1,300,2584,0.0,0.12,0.9647832817337462
3,CS1,300,2584,0.0,0.13,0.9647832817337462
3,CS1,300,2579,0.0,0.14,0.9651027530050407
3,CS1,300,2579,0.0,0.15000000000000002,0.9651027530050407
3,CS1,300,2579,0.0,0.16,0.9651027530050407
3,CS1,300,2579,0.0,0.17,0.9651027530050407
3,CS1,300,2579,0.0,0.18000000000000002,0.9651027530050407
3,CS1,300,2574,0.0,0.19,0.965034965034965
3,CS1,300,2574,0.0,0.2,0.965034965034965
3,CS1,300,2574,0.0,0.21000000000000002,0.965034965034965
3,CS1,300,2574,0.0,0.22,0.965034965034965
3,CS1,300,2574,0.0,0.23,0.965034965034965
3,CS1,300,2567,0.0,0.24000000000000002,0.9649396182313985
3,CS1,300,2567,0.0,0.25,0.9649396182313985
3,CS1,300,2565,0.0,0.26,0.9649122807017544
3,CS1,300,2565,0.0,0.27,0.9649122807017544
3,CS1,300,2565,0.0,0.28,0.9649122807017544
3,CS1,300,2562,0.0,0.29000000000000004,0.9648711943793911
3,CS1,300,2562,0.0,0.3,0.9648711943793911
3,CS1,300,2562,0.0,0.31,0.9648711943793911
3,CS1,300,2562,0.0,0.32,0.9648711943793911
3,CS1,300,2544,0.0,0.33,0.964622641509434
3,CS1,300,2544,0.0,0.34,0.964622641509434
3,CS1,300,2521,0.0,0.35000000000000003,0.9646965489884967
3,CS1,300,2521,0.0,0.36000000000000004,0.9646965489884967
3,CS1,300,2521,0.0,0.37,0.9646965489884967
3,CS1,300,2510,0.0,0.38,0.9661354581673307
3,CS1,300,2510,0.0,0.39,0.9661354581673307
3,CS1,300,2510,0.0,0.4,0.9661354581673307
3,CS1,300,2510,0.0,0.41000000000000003,0.9661354581673307
3,CS1,300,2480,0.0,0.42000000000000004,0.9665322580645161
3,CS1,300,2480,0.0,0.43,0.9665322580645161
3,CS1,300,2480,0.0,0.44,0.9665322580645161
3,CS1,300,2463,0.0,0.45,0.9663012586276898
3,CS1,300,2463,0.0,0.46,0.9663012586276898
3,CS1,300,2455,0.0,0.47000000000000003,0.9661914460285133
3,CS1,300,2455,0.0,0.48000000000000004,0.9661914460285133
3,CS1,300,2455,0.0,0.49,0.9661914460285133
3,CS1,300,2437,0.0,0.5,0.9667624128026262
3,CS1,300,2422,0.0,0.51,0.9665565648224608
3,CS1,300,2422,0.0,0.52,0.9665565648224608
3,CS1,300,2396,0.0,0.53,0.9661936560934892
3,CS1,300,2396,0.0,0.54,0.9661936560934892
3,CS1,300,2368,0.0,0.55,0.965793918918919
3,CS1,300,2368,0.0,0.56,0.965793918918919
3,CS1,300,2356,0.0,0.5700000000000001,0.9656196943972836
3,CS1,300,2336,0.0,0.5800000000000001,0.9657534246575342
3,CS1,300,2315,0.0,0.59,0.9688984881209504
3,CS1,300,2315,0.0,0.6,0.9688984881209504
3,CS1,300,2296,0.0,0.61,0.9690766550522648
3,CS1,300,2283,0.0,0.62,0.9689005694261936
3,CS1,300,2268,0.0,0.63,0.968694885361552
3,CS1,300,2268,0.0,0.64,0.968694885361552
3,CS1,300,2268,0.0,0.65,0.968694885361552
3,CS1,300,2237,0.0,0.66,0.9691551184622262
3,CS1,300,2236,0.0,0.67,0.9691413237924866
3,CS1,300,2236,0.0,0.68,0.9691413237924866
3,CS1,300,2236,0.0,0.6900000000000001,0.9691413237924866
3,CS1,300,2178,0.0,0.7000000000000001,0.9715335169880625
3,CS1,300,2166,0.0,0.7100000000000001,0.971375807940905
3,CS1,300,2166,0.0,0.72,0.971375807940905
3,CS1,300,2137,0.0,0.73,0.970987365465606
3,CS1,300,2124,0.0,0.74,0.9708097928436912
3,CS1,300,2095,0.0,0.75,0.9713603818615751
3,CS1,300,2062,0.0,0.76,0.9713870029097963
3,CS1,300,2052,0.0,0.77,0.9712475633528265
3,CS1,300,2017,0.0,0.78,0.9727317798710957
3,CS1,300,1979,0.0,0.79,0.9752400202122284
3,CS1,300,1949,0.0,0.8,0.9748589020010262
3,CS1,300,1906,0.0,0.81,0.9779643231899265
3,CS1,300,1890,0.0,0.8200000000000001,0.9783068783068783
3,CS1,300,1852,0.0,0.8300000000000001,0.9778617710583153
3,CS1,300,1780,0.0,0.8400000000000001,0.9775280898876404
3,CS1,300,1772,0.0,0.85,0.9774266365688488
3,CS1,300,1732,0.0,0.86,0.976905311778291
3,CS1,300,1659,0.0,0.87,0.9758890898131405
3,CS1,300,1560,0.0,0.88,0.9756410256410256
3,CS1,300,1560,0.0,0.89,0.9756410256410256
3,CS1,300,1377,0.0,0.9,0.9767610748002905
3,CS1,300,1329,0.0,0.91,0.9759217456734387
3,CS1,300,1263,0.0,0.92,0.9778305621536025
3,CS1,300,1249,0.0,0.93,0.977582065652522
