Episode Id,Sample Method,Labeled Pool,Num of classification,Ratio,Accuracy
0,ae_coreset,50,683,0.001,0.9560761346998536
0,ae_coreset,50,683,0.002,0.9560761346998536
0,ae_coreset,50,683,0.003,0.9560761346998536
0,ae_coreset,50,683,0.004,0.9560761346998536
0,ae_coreset,50,683,0.005,0.9560761346998536
0,ae_coreset,50,683,0.006,0.9560761346998536
0,ae_coreset,50,683,0.007,0.9560761346998536
0,ae_coreset,50,683,0.008,0.9560761346998536
0,ae_coreset,50,683,0.009000000000000001,0.9560761346998536
0,ae_coreset,50,683,0.010000000000000002,0.9560761346998536
0,ae_coreset,50,683,0.011,0.9560761346998536
0,ae_coreset,50,683,0.012,0.9560761346998536
0,ae_coreset,50,683,0.013000000000000001,0.9560761346998536
0,ae_coreset,50,683,0.014000000000000002,0.9560761346998536
0,ae_coreset,50,683,0.015,0.9560761346998536
0,ae_coreset,50,683,0.016,0.9560761346998536
0,ae_coreset,50,683,0.017,0.9560761346998536
0,ae_coreset,50,683,0.018000000000000002,0.9560761346998536
0,ae_coreset,50,683,0.019000000000000003,0.9560761346998536
0,ae_coreset,50,683,0.02,0.9560761346998536
0,ae_coreset,50,683,0.021,0.9560761346998536
0,ae_coreset,50,683,0.022000000000000002,0.9560761346998536
0,ae_coreset,50,683,0.023,0.9560761346998536
0,ae_coreset,50,683,0.024,0.9560761346998536
0,ae_coreset,50,683,0.025,0.9560761346998536
0,ae_coreset,50,683,0.026000000000000002,0.9560761346998536
0,ae_coreset,50,683,0.027000000000000003,0.9560761346998536
0,ae_coreset,50,683,0.028,0.9560761346998536
0,ae_coreset,50,683,0.029,0.9560761346998536
0,ae_coreset,50,683,0.030000000000000002,0.9560761346998536
0,ae_coreset,50,683,0.031,0.9560761346998536
0,ae_coreset,50,683,0.032,0.9560761346998536
0,ae_coreset,50,683,0.033,0.9560761346998536
0,ae_coreset,50,683,0.034,0.9560761346998536
0,ae_coreset,50,683,0.035,0.9560761346998536
0,ae_coreset,50,683,0.036000000000000004,0.9560761346998536
0,ae_coreset,50,683,0.037000000000000005,0.9560761346998536
0,ae_coreset,50,683,0.038,0.9560761346998536
0,ae_coreset,50,683,0.039,0.9560761346998536
0,ae_coreset,50,683,0.04,0.9560761346998536
0,ae_coreset,50,683,0.041,0.9560761346998536
0,ae_coreset,50,683,0.042,0.9560761346998536
0,ae_coreset,50,683,0.043000000000000003,0.9560761346998536
0,ae_coreset,50,683,0.044000000000000004,0.9560761346998536
0,ae_coreset,50,683,0.045,0.9560761346998536
0,ae_coreset,50,683,0.046,0.9560761346998536
0,ae_coreset,50,683,0.047,0.9560761346998536
0,ae_coreset,50,683,0.048,0.9560761346998536
0,ae_coreset,50,683,0.049,0.9560761346998536
0,ae_coreset,50,683,0.05,0.9560761346998536
0,ae_coreset,50,683,0.051000000000000004,0.9560761346998536
0,ae_coreset,50,683,0.052000000000000005,0.9560761346998536
0,ae_coreset,50,683,0.053000000000000005,0.9560761346998536
0,ae_coreset,50,683,0.054,0.9560761346998536
0,ae_coreset,50,683,0.055,0.9560761346998536
0,ae_coreset,50,683,0.056,0.9560761346998536
0,ae_coreset,50,683,0.057,0.9560761346998536
0,ae_coreset,50,683,0.058,0.9560761346998536
0,ae_coreset,50,683,0.059000000000000004,0.9560761346998536
0,ae_coreset,50,683,0.060000000000000005,0.9560761346998536
0,ae_coreset,50,683,0.061,0.9560761346998536
0,ae_coreset,50,683,0.062,0.9560761346998536
0,ae_coreset,50,683,0.063,0.9560761346998536
0,ae_coreset,50,683,0.064,0.9560761346998536
0,ae_coreset,50,683,0.065,0.9560761346998536
0,ae_coreset,50,683,0.066,0.9560761346998536
0,ae_coreset,50,683,0.067,0.9560761346998536
0,ae_coreset,50,683,0.068,0.9560761346998536
0,ae_coreset,50,683,0.069,0.9560761346998536
0,ae_coreset,50,683,0.07,0.9560761346998536
0,ae_coreset,50,683,0.07100000000000001,0.9560761346998536
0,ae_coreset,50,683,0.07200000000000001,0.9560761346998536
0,ae_coreset,50,683,0.07300000000000001,0.9560761346998536
0,ae_coreset,50,683,0.074,0.9560761346998536
0,ae_coreset,50,683,0.075,0.9560761346998536
0,ae_coreset,50,683,0.076,0.9560761346998536
0,ae_coreset,50,683,0.077,0.9560761346998536
0,ae_coreset,50,683,0.078,0.9560761346998536
0,ae_coreset,50,683,0.079,0.9560761346998536
0,ae_coreset,50,683,0.08,0.9560761346998536
0,ae_coreset,50,683,0.081,0.9560761346998536
0,ae_coreset,50,683,0.082,0.9560761346998536
0,ae_coreset,50,683,0.083,0.9560761346998536
0,ae_coreset,50,683,0.084,0.9560761346998536
0,ae_coreset,50,683,0.085,0.9560761346998536
0,ae_coreset,50,683,0.08600000000000001,0.9560761346998536
0,ae_coreset,50,683,0.08700000000000001,0.9560761346998536
0,ae_coreset,50,683,0.08800000000000001,0.9560761346998536
0,ae_coreset,50,683,0.089,0.9560761346998536
0,ae_coreset,50,683,0.09,0.9560761346998536
0,ae_coreset,50,683,0.091,0.9560761346998536
0,ae_coreset,50,683,0.092,0.9560761346998536
0,ae_coreset,50,683,0.093,0.9560761346998536
0,ae_coreset,50,683,0.094,0.9560761346998536
0,ae_coreset,50,683,0.095,0.9560761346998536
